Project Gutenberg Kids Books,Languages,,,,,,,,,,,,,,,
https://www.gutenberg.org/wiki/Children%27s_Literature_(Bookshelf),da,de,el,en,eo,es,fi,fr,hu,it,la,nl,pt,sv,tl,zh
,,18551,,,,,49534,52933,,,,,,,,
,,9085,,,,,55853,57584,,,,,,,,
,,49656,,,,,11879,17557,,,,,,,,
,,50887,,,,,38278,45787,,,,,,,,
,,59029,,,,,40115,22830,,,,,,,,
,,58506,,,,,14807,15397,,,,,,,,
,,39529,,,,,58858,29013,,,,,,,,
,,35758,,,,,49028,36207,,,,,,,,
,,41517,,,,,50695,13861,,,,,,,,
,,47472,,,,,48574,55259,,,,,,,,
,,18101,,,,,24209,49482,,,,,,,,
,,52295,,,,,51573,45513,,,,,,,,
,,2340,,,,,50239,54972,,,,,,,,
,,51254,,,,,47652,31904,,,,,,,,
,,22160,,,,,8451,52933,,,,,,,,
,,53025,,,,,27290,43315,,,,,,,,
,,54949,,,,,40486,49743,,,,,,,,
,,3213,,,,,54512,25149,,,,,,,,
,,30084,,,,,56405,23098,,,,,,,,
,,31461,,,,,55205,37135,,,,,,,,
,,52463,,,,,44657,39837,,,,,,,,
,,4013,,,,,52350,36938,,,,,,,,
,,52219,,,,,44218,27267,,,,,,,,
,,25048,,,,,24445,45607,,,,,,,,
,,48559,,,,,45445,50708,,,,,,,,
,,7226,,,,,44937,30317,,,,,,,,
,,43613,,,,,51891,43889,,,,,,,,
,,22570,,,,,50288,17940,,,,,,,,
,,2409,,,,,55884,36394,,,,,,,,
,,49158,,,,,52543,4688,,,,,,,,
,,56814,,,,,53293,19248,,,,,,,,
,,35797,,,,,48671,58254,,,,,,,,
,,41353,,,,,52658,38361,,,,,,,,
,,4505,,,,,44899,38925,,,,,,,,
,,50525,,,,,48489,50655,,,,,,,,
,,27532,,,,,40070,31952,,,,,,,,
,,50459,,,,,47034,46828,,,,,,,,
,,54428,,,,,56252,33388,,,,,,,,
,,47202,,,,,47994,51156,,,,,,,,
,,22824,,,,,25679,15849,,,,,,,,
,,8921,,,,,50482,4651,,,,,,,,
,,24523,,,,,56826,14789,,,,,,,,
,,46053,,,,,37835,51120,,,,,,,,
,,24017,,,,,14306,47477,,,,,,,,
,,20302,,,,,47093,29924,,,,,,,,
,,55026,,,,,18322,18717,,,,,,,,
,,6646,,,,,44757,41965,,,,,,,,
,,43165,,,,,31264,17668,,,,,,,,
,,5325,,,,,53840,57584,,,,,,,,
,,52182,,,,,58847,42063,,,,,,,,
,,45548,,,,,37018,17552,,,,,,,,
,,40714,,,,,41874,50786,,,,,,,,
,,44238,,,,,43258,25680,,,,,,,,
,,6889,,,,,45986,43308,,,,,,,,
,,19940,,,,,40632,52443,,,,,,,,
,,7861,,,,,40115,35878,,,,,,,,
,,20684,,,,,43717,20398,,,,,,,,
,,53713,,,,,46177,42694,,,,,,,,
,,50628,,,,,42873,53722,,,,,,,,
,,17664,,,,,13873,18089,,,,,,,,
,,43664,,,,,19176,39880,,,,,,,,
,,50861,,,,,54744,52629,,,,,,,,
,,49774,,,,,14802,17004,,,,,,,,
,,58543,,,,,51625,57373,,,,,,,,
,,31321,,,,,42873,12472,,,,,,,,
,,42338,,,,,14774,18106,,,,,,,,
,,9086,,,,,50517,29476,,,,,,,,
,,38125,,,,,21207,18169,,,,,,,,
,,31114,,,,,47096,10385,,,,,,,,
,,57909,,,,,53266,57584,,,,,,,,
,,47142,,,,,53209,18611,,,,,,,,
,,50813,,,,,55411,33229,,,,,,,,
,,56152,,,,,39096,31628,,,,,,,,
,,55888,,,,,54052,46640,,,,,,,,
,,35569,,,,,45649,30587,,,,,,,,
,,44271,,,,,52981,53183,,,,,,,,
,,24214,,,,,18744,29114,,,,,,,,
,,27769,,,,,17638,41986,,,,,,,,
,,52381,,,,,33100,38313,,,,,,,,
,,49088,,,,,48935,15057,,,,,,,,
,,40298,,,,,48713,38756,,,,,,,,
,,47798,,,,,52028,13475,,,,,,,,
,,35549,,,,,53332,21413,,,,,,,,
,,55193,,,,,45340,27144,,,,,,,,
,,12921,,,,,51791,18179,,,,,,,,
,,29336,,,,,47096,25435,,,,,,,,
,,38686,,,,,52785,33746,,,,,,,,
,,46504,,,,,16854,17646,,,,,,,,
,,52912,,,,,55211,26813,,,,,,,,
,,34137,,,,,16393,57584,,,,,,,,
,,7203,,,,,57633,41100,,,,,,,,
,,31713,,,,,52735,13207,,,,,,,,
,,15559,,,,,46679,17739,,,,,,,,
,,45996,,,,,51287,29164,,,,,,,,
,,57032,,,,,55677,37886,,,,,,,,
,,54677,,,,,40382,55869,,,,,,,,
,,52013,,,,,47007,10678,,,,,,,,
,,49428,,,,,53301,42592,,,,,,,,
,,55026,,,,,19047,20823,,,,,,,,
,,24618,,,,,56847,16851,,,,,,,,
,,40391,,,,,55552,57584,,,,,,,,
,,39390,,,,,50703,5126,,,,,,,,
,,47547,,,,,53470,45058,,,,,,,,
,,23679,,,,,56493,27782,,,,,,,,
,,58215,,,,,50740,44911,,,,,,,,
,,53592,,,,,27653,27031,,,,,,,,
,,27959,,,,,46277,20143,,,,,,,,
,,56546,,,,,21673,14692,,,,,,,,
,,38402,,,,,56258,43923,,,,,,,,
,,48902,,,,,41442,36011,,,,,,,,
,,7985,,,,,52711,20479,,,,,,,,
,,45600,,,,,53632,55569,,,,,,,,
,,3225,,,,,39697,57584,,,,,,,,
,,47440,,,,,56253,20079,,,,,,,,
,,39619,,,,,41363,28827,,,,,,,,
,,23787,,,,,13780,31559,,,,,,,,
,,39816,,,,,22514,35445,,,,,,,,
,,45404,,,,,53886,18106,,,,,,,,
,,21148,,,,,47876,11035,,,,,,,,
,,51582,,,,,29709,52332,,,,,,,,
,,35651,,,,,50729,18271,,,,,,,,
,,50779,,,,,48628,25576,,,,,,,,
,,57967,,,,,43279,33580,,,,,,,,
,,19791,,,,,20970,27308,,,,,,,,
,,52373,,,,,52960,51381,,,,,,,,
,,18552,,,,,44892,42563,,,,,,,,
,,49503,,,,,56246,36469,,,,,,,,
,,29905,,,,,53745,29476,,,,,,,,
,,13657,,,,,49973,53950,,,,,,,,
,,34717,,,,,26263,31505,,,,,,,,
,,51389,,,,,51506,53710,,,,,,,,
,,58683,,,,,47458,42421,,,,,,,,
,,6642,,,,,50262,17868,,,,,,,,
,,56483,,,,,48623,18427,,,,,,,,
,,48639,,,,,53282,33875,,,,,,,,
,,52159,,,,,49040,18059,,,,,,,,
,,35176,,,,,35701,11766,,,,,,,,
,,28083,,,,,54770,34731,,,,,,,,
,,36275,,,,,26403,31883,,,,,,,,
,,48374,,,,,57368,30994,,,,,,,,
,,6641,,,,,44110,4562,,,,,,,,
,,33186,,,,,7000,16817,,,,,,,,
,,38336,,,,,52028,19862,,,,,,,,
,,7264,,,,,51529,52592,,,,,,,,
,,17454,,,,,52994,30654,,,,,,,,
,,31727,,,,,16584,4648,,,,,,,,
,,56520,,,,,49959,12365,,,,,,,,
,,9260,,,,,54264,11049,,,,,,,,
,,6644,,,,,54655,17879,,,,,,,,
,,54821,,,,,17092,26092,,,,,,,,
,,21185,,,,,54933,26350,,,,,,,,
,,7858,,,,,53998,37555,,,,,,,,
,,46781,,,,,45297,46373,,,,,,,,
,,55419,,,,,18030,32348,,,,,,,,
,,2230,,,,,51471,30923,,,,,,,,
,,47260,,,,,56793,43676,,,,,,,,
,,35635,,,,,33937,31433,,,,,,,,
,,35794,,,,,53055,34351,,,,,,,,
,,39391,,,,,45197,30703,,,,,,,,
,,19653,,,,,28759,18028,,,,,,,,
,,52012,,,,,13134,28624,,,,,,,,
,,48210,,,,,16315,26418,,,,,,,,
,,14700,,,,,52536,16022,,,,,,,,
,,56475,,,,,57727,38996,,,,,,,,
,,2189,,,,,50562,24924,,,,,,,,
,,51827,,,,,27989,42377,,,,,,,,
,,56067,,,,,53715,49878,,,,,,,,
,,40788,,,,,43564,43839,,,,,,,,
,,44565,,,,,52031,5318,,,,,,,,
,,55013,,,,,56139,46142,,,,,,,,
,,42937,,,,,53906,10906,,,,,,,,
,,18436,,,,,48799,35525,,,,,,,,
,,6549,,,,,34090,17880,,,,,,,,
,,40524,,,,,54249,25526,,,,,,,,
,,26261,,,,,48209,55700,,,,,,,,
,,54368,,,,,51846,29923,,,,,,,,
,,23740,,,,,42966,27772,,,,,,,,
,,3210,,,,,52305,53710,,,,,,,,
,,28280,,,,,53703,15589,,,,,,,,
,,31276,,,,,16411,55456,,,,,,,,
,,12921,,,,,53977,28977,,,,,,,,
,,52372,,,,,43744,28602,,,,,,,,
,,56769,,,,,42738,24960,,,,,,,,
,,50530,,,,,52193,50007,,,,,,,,
,,6996,,,,,16212,20895,,,,,,,,
,,42219,,,,,51146,27831,,,,,,,,
,,25019,,,,,52726,42648,,,,,,,,
,,56512,,,,,52433,28176,,,,,,,,
,,7205,,,,,53454,48581,,,,,,,,
,,7233,,,,,55924,59073,,,,,,,,
,,49576,,,,,13682,26211,,,,,,,,
,,30793,,,,,51366,22384,,,,,,,,
,,9859,,,,,53555,42663,,,,,,,,
,,44971,,,,,54728,40085,,,,,,,,
,,52222,,,,,20376,24960,,,,,,,,
,,47820,,,,,37163,13400,,,,,,,,
,,55466,,,,,50652,22077,,,,,,,,
,,58257,,,,,57053,55028,,,,,,,,
,,22630,,,,,51406,54456,,,,,,,,
,,30762,,,,,17033,5154,,,,,,,,
,,56512,,,,,18272,12367,,,,,,,,
,,54263,,,,,54828,38499,,,,,,,,
,,30281,,,,,48764,52288,,,,,,,,
,,3498,,,,,52895,39183,,,,,,,,
,,49209,,,,,50030,22262,,,,,,,,
,,54127,,,,,34652,52919,,,,,,,,
,,24572,,,,,53238,18692,,,,,,,,
,,59097,,,,,40632,46022,,,,,,,,
,,53550,,,,,52658,37914,,,,,,,,
,,52856,,,,,40761,57584,,,,,,,,
,,9108,,,,,50920,16825,,,,,,,,
,,52221,,,,,58772,27035,,,,,,,,
,,6343,,,,,57080,15579,,,,,,,,
,,7939,,,,,57948,47009,,,,,,,,
,,35137,,,,,47257,14538,,,,,,,,
,,41522,,,,,53664,44356,,,,,,,,
,,24174,,,,,25445,16885,,,,,,,,
,,48192,,,,,13338,40213,,,,,,,,
,,24175,,,,,55197,39331,,,,,,,,
,,38692,,,,,56366,14397,,,,,,,,
,,23333,,,,,53556,25403,,,,,,,,
,,47318,,,,,56543,36596,,,,,,,,
,,2889,,,,,53872,30046,,,,,,,,
,,40867,,,,,55909,45513,,,,,,,,
,,40117,,,,,29330,20865,,,,,,,,
,,7022,,,,,15814,43686,,,,,,,,
,,40313,,,,,52529,33738,,,,,,,,
,,50779,,,,,52982,42711,,,,,,,,
,,48639,,,,,16618,45150,,,,,,,,
,,3064,,,,,53274,43315,,,,,,,,
,,42912,,,,,44936,19201,,,,,,,,
,,7236,,,,,50694,29943,,,,,,,,
,,54656,,,,,49646,24081,,,,,,,,
,,49995,,,,,53782,38778,,,,,,,,
,,22355,,,,,15499,22383,,,,,,,,
,,44424,,,,,26263,46364,,,,,,,,
,,22635,,,,,16723,53779,,,,,,,,
,,53661,,,,,45298,41087,,,,,,,,
,,43933,,,,,41596,27610,,,,,,,,
,,32385,,,,,56115,30519,,,,,,,,
,,50252,,,,,50610,36460,,,,,,,,
,,9064,,,,,15987,35010,,,,,,,,
,,33041,,,,,50455,17505,,,,,,,,
,,46580,,,,,16318,27573,,,,,,,,
,,46154,,,,,24863,17716,,,,,,,,
,,48374,,,,,22556,35854,,,,,,,,
,,8889,,,,,55344,39325,,,,,,,,
,,50344,,,,,58234,25039,,,,,,,,
,,16304,,,,,43000,7442,,,,,,,,
,,45393,,,,,45073,35134,,,,,,,,
,,52633,,,,,53437,27844,,,,,,,,
,,15711,,,,,26724,29476,,,,,,,,
,,39919,,,,,56024,15071,,,,,,,,
,,31803,,,,,24905,30904,,,,,,,,
,,2338,,,,,48419,13385,,,,,,,,
,,51567,,,,,39317,30268,,,,,,,,
,,58215,,,,,57092,17232,,,,,,,,
,,46268,,,,,48172,29191,,,,,,,,
,,43891,,,,,43619,26764,,,,,,,,
,,37033,,,,,44858,24383,,,,,,,,
,,5326,,,,,53237,17796,,,,,,,,
,,39669,,,,,52936,57425,,,,,,,,
,,9181,,,,,46488,16815,,,,,,,,
,,2319,,,,,56806,12447,,,,,,,,
,,38692,,,,,27653,35150,,,,,,,,
,,35312,,,,,53790,4968,,,,,,,,
,,27254,,,,,37334,55605,,,,,,,,
,,7225,,,,,12907,19184,,,,,,,,
,,48689,,,,,55223,30009,,,,,,,,
,,6975,,,,,57011,21013,,,,,,,,
,,25204,,,,,32130,15584,,,,,,,,
,,40771,,,,,19556,33378,,,,,,,,
,,22355,,,,,57873,12271,,,,,,,,
,,31963,,,,,47362,17140,,,,,,,,
,,43339,,,,,26055,50435,,,,,,,,
,,11925,,,,,31460,15846,,,,,,,,
,,47608,,,,,57351,53523,,,,,,,,
,,46896,,,,,56333,57584,,,,,,,,
,,52986,,,,,12802,29956,,,,,,,,
,,57240,,,,,37318,29783,,,,,,,,
,,7041,,,,,56847,38210,,,,,,,,
,,47268,,,,,52771,57584,,,,,,,,
,,57805,,,,,58428,33032,,,,,,,,
,,50277,,,,,15062,14536,,,,,,,,
,,52483,,,,,17812,17752,,,,,,,,
,,49576,,,,,39557,12399,,,,,,,,
,,52016,,,,,49661,2998,,,,,,,,
,,13659,,,,,47821,4933,,,,,,,,
,,44405,,,,,36466,16988,,,,,,,,
,,2229,,,,,58438,40530,,,,,,,,
,,5072,,,,,54306,12812,,,,,,,,
,,19793,,,,,54085,37050,,,,,,,,
,,49390,,,,,57209,36987,,,,,,,,
,,53781,,,,,52861,17984,,,,,,,,
,,33603,,,,,56825,37011,,,,,,,,
,,38505,,,,,57665,33184,,,,,,,,
,,44136,,,,,54205,43686,,,,,,,,
,,58949,,,,,18301,57360,,,,,,,,
,,34265,,,,,16120,43389,,,,,,,,
,,7041,,,,,54229,24766,,,,,,,,
,,30631,,,,,55943,57584,,,,,,,,
,,7996,,,,,21923,40551,,,,,,,,
,,55188,,,,,48204,31432,,,,,,,,
,,45670,,,,,15632,13892,,,,,,,,
,,52144,,,,,47853,13825,,,,,,,,
,,33369,,,,,47516,9643,,,,,,,,
,,44251,,,,,43243,13607,,,,,,,,
,,8964,,,,,29126,27623,,,,,,,,
,,7511,,,,,43798,25382,,,,,,,,
,,21860,,,,,24796,6377,,,,,,,,
,,56068,,,,,58087,41385,,,,,,,,
,,29474,,,,,27054,18797,,,,,,,,
,,15898,,,,,15987,13192,,,,,,,,
,,44598,,,,,16838,28150,,,,,,,,
,,44474,,,,,50397,26456,,,,,,,,
,,49938,,,,,51790,14806,,,,,,,,
,,47054,,,,,48069,30603,,,,,,,,
,,23065,,,,,20466,12949,,,,,,,,
,,20413,,,,,41745,54600,,,,,,,,
,,51851,,,,,57104,17899,,,,,,,,
,,42745,,,,,55641,26362,,,,,,,,
,,6833,,,,,16483,56668,,,,,,,,
,,38638,,,,,57183,15942,,,,,,,,
,,28243,,,,,15764,35028,,,,,,,,
,,44537,,,,,51562,28603,,,,,,,,
,,47711,,,,,56399,35951,,,,,,,,
,,9802,,,,,19674,38913,,,,,,,,
,,31376,,,,,56366,57075,,,,,,,,
,,31530,,,,,49900,31720,,,,,,,,
,,38638,,,,,37830,57584,,,,,,,,
,,3225,,,,,51790,16862,,,,,,,,
,,35797,,,,,46854,38527,,,,,,,,
,,56192,,,,,57991,51014,,,,,,,,
,,29102,,,,,38882,12137,,,,,,,,
,,19716,,,,,53091,54963,,,,,,,,
,,46203,,,,,16034,38243,,,,,,,,
,,49722,,,,,39261,2682,,,,,,,,
,,55895,,,,,49700,56892,,,,,,,,
,,50833,,,,,12604,53761,,,,,,,,
,,7269,,,,,45263,49293,,,,,,,,
,,6822,,,,,54817,18152,,,,,,,,
,,417,,,,,31058,12999,,,,,,,,
,,27532,,,,,25331,37799,,,,,,,,
,,25530,,,,,49959,15885,,,,,,,,
,,56239,,,,,48139,17517,,,,,,,,
,,56367,,,,,45500,14803,,,,,,,,
,,6820,,,,,18904,11770,,,,,,,,
,,6383,,,,,43610,17261,,,,,,,,
,,9494,,,,,56123,40597,,,,,,,,
,,49083,,,,,37018,38335,,,,,,,,
,,55699,,,,,54185,12869,,,,,,,,
,,35263,,,,,34631,15287,,,,,,,,
,,40523,,,,,26525,39335,,,,,,,,
,,47081,,,,,55823,14115,,,,,,,,
,,49161,,,,,15395,52950,,,,,,,,
,,29097,,,,,10265,29565,,,,,,,,
,,12268,,,,,57965,12258,,,,,,,,
,,39174,,,,,57105,38543,,,,,,,,
,,47872,,,,,55267,13219,,,,,,,,
,,30886,,,,,49909,15942,,,,,,,,
,,50445,,,,,54000,21896,,,,,,,,
,,3065,,,,,50942,26762,,,,,,,,
,,56182,,,,,48000,30994,,,,,,,,
,,47706,,,,,42054,17578,,,,,,,,
,,43759,,,,,34707,48520,,,,,,,,
,,3209,,,,,19773,20761,,,,,,,,
,,11075,,,,,44602,51084,,,,,,,,
,,35318,,,,,13691,29279,,,,,,,,
,,51389,,,,,52374,33463,,,,,,,,
,,48618,,,,,58474,46111,,,,,,,,
,,2410,,,,,53752,42300,,,,,,,,
,,3208,,,,,29017,43535,,,,,,,,
,,50627,,,,,53586,34976,,,,,,,,
,,38650,,,,,56246,55879,,,,,,,,
,,49132,,,,,50951,22813,,,,,,,,
,,45534,,,,,45298,24867,,,,,,,,
,,50669,,,,,41193,22192,,,,,,,,
,,19755,,,,,16392,30512,,,,,,,,
,,41320,,,,,47909,39811,,,,,,,,
,,51467,,,,,38598,49887,,,,,,,,
,,45936,,,,,20883,8650,,,,,,,,
,,52916,,,,,53886,19344,,,,,,,,
,,28220,,,,,16708,17419,,,,,,,,
,,46987,,,,,47574,27303,,,,,,,,
,,55634,,,,,22389,31295,,,,,,,,
,,33041,,,,,57534,17240,,,,,,,,
,,53459,,,,,18473,29549,,,,,,,,
,,48256,,,,,37349,18940,,,,,,,,
,,,,,,,37334,58510,,,,,,,,
,,,,,,,53977,12751,,,,,,,,
,,,,,,,54956,52669,,,,,,,,
,,,,,,,50266,14115,,,,,,,,
,,,,,,,48585,57789,,,,,,,,
,,,,,,,56916,18403,,,,,,,,
,,,,,,,48047,36947,,,,,,,,
,,,,,,,54450,57865,,,,,,,,
,,,,,,,46290,57584,,,,,,,,
,,,,,,,49700,45513,,,,,,,,
,,,,,,,56936,12726,,,,,,,,
,,,,,,,36408,57584,,,,,,,,
,,,,,,,57997,18865,,,,,,,,
,,,,,,,56183,17457,,,,,,,,
,,,,,,,46393,16237,,,,,,,,
,,,,,,,13975,56622,,,,,,,,
,,,,,,,14736,57584,,,,,,,,
,,,,,,,54753,26489,,,,,,,,
,,,,,,,58327,40625,,,,,,,,
,,,,,,,47410,23615,,,,,,,,
,,,,,,,47985,797,,,,,,,,
,,,,,,,57051,25335,,,,,,,,
,,,,,,,56666,46444,,,,,,,,
,,,,,,,52530,23940,,,,,,,,
,,,,,,,44389,10263,,,,,,,,
,,,,,,,23151,5081,,,,,,,,
,,,,,,,14161,22768,,,,,,,,
,,,,,,,54998,31983,,,,,,,,
,,,,,,,49552,45715,,,,,,,,
,,,,,,,51111,35444,,,,,,,,
,,,,,,,54044,40707,,,,,,,,
,,,,,,,54769,56265,,,,,,,,
,,,,,,,50202,43554,,,,,,,,
,,,,,,,37008,26363,,,,,,,,
,,,,,,,56273,27905,,,,,,,,
,,,,,,,22786,17676,,,,,,,,
,,,,,,,54449,14609,,,,,,,,
,,,,,,,16223,29397,,,,,,,,
,,,,,,,53759,11621,,,,,,,,
,,,,,,,20188,50398,,,,,,,,
,,,,,,,50756,18123,,,,,,,,
,,,,,,,55661,53779,,,,,,,,
,,,,,,,21030,35732,,,,,,,,
,,,,,,,13919,57584,,,,,,,,
,,,,,,,49015,58317,,,,,,,,
,,,,,,,49729,31634,,,,,,,,
,,,,,,,51124,44244,,,,,,,,
,,,,,,,52471,17736,,,,,,,,
,,,,,,,50304,57584,,,,,,,,
,,,,,,,49169,22769,,,,,,,,
,,,,,,,26926,18727,,,,,,,,
,,,,,,,19917,30067,,,,,,,,
,,,,,,,18966,57839,,,,,,,,
,,,,,,,50538,44664,,,,,,,,
,,,,,,,47267,31600,,,,,,,,
,,,,,,,45284,14162,,,,,,,,
,,,,,,,46824,23289,,,,,,,,
,,,,,,,56672,33454,,,,,,,,
,,,,,,,47681,26816,,,,,,,,
,,,,,,,44999,19955,,,,,,,,
,,,,,,,56052,44198,,,,,,,,
,,,,,,,22389,39738,,,,,,,,
,,,,,,,50409,33895,,,,,,,,
,,,,,,,51846,45031,,,,,,,,
,,,,,,,55410,37854,,,,,,,,
,,,,,,,19674,57584,,,,,,,,
,,,,,,,50233,57584,,,,,,,,
,,,,,,,50481,28829,,,,,,,,
,,,,,,,47495,15071,,,,,,,,
,,,,,,,50891,25704,,,,,,,,
,,,,,,,52536,10697,,,,,,,,
,,,,,,,53211,17791,,,,,,,,
,,,,,,,34699,30517,,,,,,,,
,,,,,,,43532,57584,,,,,,,,
,,,,,,,53584,29476,,,,,,,,
,,,,,,,53984,33894,,,,,,,,
,,,,,,,55937,52431,,,,,,,,
,,,,,,,53364,27806,,,,,,,,
,,,,,,,48201,36011,,,,,,,,
,,,,,,,16482,46357,,,,,,,,
,,,,,,,49142,13336,,,,,,,,
,,,,,,,55229,26762,,,,,,,,
,,,,,,,14267,15388,,,,,,,,
,,,,,,,49952,16824,,,,,,,,
,,,,,,,45186,28254,,,,,,,,
,,,,,,,49812,17565,,,,,,,,
,,,,,,,21018,47188,,,,,,,,
,,,,,,,53246,36900,,,,,,,,
,,,,,,,39059,49312,,,,,,,,
,,,,,,,20692,57929,,,,,,,,
,,,,,,,54768,45704,,,,,,,,
,,,,,,,49457,38159,,,,,,,,
,,,,,,,38121,19738,,,,,,,,
,,,,,,,56733,43789,,,,,,,,
,,,,,,,18201,37305,,,,,,,,
,,,,,,,49522,33745,,,,,,,,
,,,,,,,45665,52488,,,,,,,,
,,,,,,,56543,21221,,,,,,,,
,,,,,,,54728,51144,,,,,,,,
,,,,,,,44999,38358,,,,,,,,
,,,,,,,57552,27133,,,,,,,,
,,,,,,,13174,52635,,,,,,,,
,,,,,,,20397,25752,,,,,,,,
,,,,,,,14819,57878,,,,,,,,
,,,,,,,53441,27574,,,,,,,,
,,,,,,,48255,51225,,,,,,,,
,,,,,,,56131,58706,,,,,,,,
,,,,,,,57286,15557,,,,,,,,
,,,,,,,56573,14702,,,,,,,,
,,,,,,,51339,39765,,,,,,,,
,,,,,,,57378,15871,,,,,,,,
,,,,,,,58481,30117,,,,,,,,
,,,,,,,53871,12950,,,,,,,,
,,,,,,,26559,43718,,,,,,,,
,,,,,,,50009,22016,,,,,,,,
,,,,,,,29127,20262,,,,,,,,
,,,,,,,28965,36806,,,,,,,,
,,,,,,,55037,57584,,,,,,,,
,,,,,,,25052,38392,,,,,,,,
,,,,,,,50094,36894,,,,,,,,
,,,,,,,39034,14372,,,,,,,,
,,,,,,,19650,14285,,,,,,,,
,,,,,,,47210,17489,,,,,,,,
,,,,,,,52467,44713,,,,,,,,
,,,,,,,22649,13949,,,,,,,,
,,,,,,,15832,44017,,,,,,,,
,,,,,,,11967,23953,,,,,,,,
,,,,,,,56032,55136,,,,,,,,
,,,,,,,55349,54035,,,,,,,,
,,,,,,,13429,33339,,,,,,,,
,,,,,,,46193,8591,,,,,,,,
,,,,,,,58161,35798,,,,,,,,
,,,,,,,51895,48383,,,,,,,,
,,,,,,,52241,19820,,,,,,,,
,,,,,,,22753,53536,,,,,,,,
,,,,,,,15292,18111,,,,,,,,
,,,,,,,47589,33518,,,,,,,,
,,,,,,,53076,52511,,,,,,,,
,,,,,,,53921,17236,,,,,,,,
,,,,,,,51543,52123,,,,,,,,
,,,,,,,26343,20262,,,,,,,,
,,,,,,,47877,43823,,,,,,,,
,,,,,,,52519,28429,,,,,,,,
,,,,,,,53293,46628,,,,,,,,
,,,,,,,34652,28602,,,,,,,,
,,,,,,,55401,15075,,,,,,,,
,,,,,,,33138,57964,,,,,,,,
,,,,,,,58401,10053,,,,,,,,
,,,,,,,57115,43307,,,,,,,,
,,,,,,,53665,28200,,,,,,,,
,,,,,,,18704,28568,,,,,,,,
,,,,,,,19629,10953,,,,,,,,
,,,,,,,45271,53749,,,,,,,,
,,,,,,,45472,8591,,,,,,,,
,,,,,,,53658,55072,,,,,,,,
,,,,,,,55835,48259,,,,,,,,
,,,,,,,50617,30008,,,,,,,,
,,,,,,,20284,18121,,,,,,,,
,,,,,,,42178,57584,,,,,,,,
,,,,,,,34722,27773,,,,,,,,
,,,,,,,48121,27694,,,,,,,,
,,,,,,,58116,57584,,,,,,,,
,,,,,,,53555,33258,,,,,,,,
,,,,,,,27898,17519,,,,,,,,
,,,,,,,44945,25036,,,,,,,,
,,,,,,,48659,42590,,,,,,,,
,,,,,,,55543,25981,,,,,,,,
,,,,,,,56647,30021,,,,,,,,
,,,,,,,55755,18162,,,,,,,,
,,,,,,,52726,57584,,,,,,,,
,,,,,,,47095,56473,,,,,,,,
,,,,,,,58055,36510,,,,,,,,
,,,,,,,51192,15372,,,,,,,,
,,,,,,,44580,32808,,,,,,,,
,,,,,,,11152,11040,,,,,,,,
,,,,,,,18512,49004,,,,,,,,
,,,,,,,48125,24255,,,,,,,,
,,,,,,,14607,26863,,,,,,,,
,,,,,,,50748,19662,,,,,,,,
,,,,,,,53119,31904,,,,,,,,
,,,,,,,55205,34008,,,,,,,,
,,,,,,,52048,15107,,,,,,,,
,,,,,,,34652,57403,,,,,,,,
,,,,,,,39059,51023,,,,,,,,
,,,,,,,48777,35568,,,,,,,,
,,,,,,,58986,17458,,,,,,,,
,,,,,,,50443,26082,,,,,,,,
,,,,,,,57282,12889,,,,,,,,
,,,,,,,48508,33250,,,,,,,,
,,,,,,,55788,16758,,,,,,,,
,,,,,,,47545,55766,,,,,,,,
,,,,,,,56124,17298,,,,,,,,
,,,,,,,44817,8876,,,,,,,,
,,,,,,,39939,27044,,,,,,,,
,,,,,,,14950,18995,,,,,,,,
,,,,,,,48922,16492,,,,,,,,
,,,,,,,20227,34608,,,,,,,,
,,,,,,,54592,39492,,,,,,,,
,,,,,,,39939,20013,,,,,,,,
,,,,,,,57257,14399,,,,,,,,
,,,,,,,45984,47645,,,,,,,,
,,,,,,,52080,23285,,,,,,,,
,,,,,,,15514,27345,,,,,,,,
,,,,,,,31144,25839,,,,,,,,
,,,,,,,45589,42298,,,,,,,,
,,,,,,,36527,12448,,,,,,,,
,,,,,,,51906,15598,,,,,,,,
,,,,,,,25668,37971,,,,,,,,
,,,,,,,52054,36477,,,,,,,,
,,,,,,,53137,20761,,,,,,,,
,,,,,,,52975,37874,,,,,,,,
,,,,,,,46589,16816,,,,,,,,
,,,,,,,52536,47514,,,,,,,,
,,,,,,,55117,30196,,,,,,,,
,,,,,,,45985,18295,,,,,,,,
,,,,,,,53381,58818,,,,,,,,
,,,,,,,40258,21017,,,,,,,,
,,,,,,,54458,35223,,,,,,,,
,,,,,,,17686,42432,,,,,,,,
,,,,,,,50946,12893,,,,,,,,
,,,,,,,55422,40248,,,,,,,,
,,,,,,,54906,26609,,,,,,,,
,,,,,,,38322,20234,,,,,,,,
,,,,,,,48667,41066,,,,,,,,
,,,,,,,52067,54983,,,,,,,,
,,,,,,,14388,17795,,,,,,,,
,,,,,,,25996,43567,,,,,,,,
,,,,,,,28759,36780,,,,,,,,
,,,,,,,46922,17989,,,,,,,,
,,,,,,,50067,18899,,,,,,,,
,,,,,,,46147,26758,,,,,,,,
,,,,,,,40486,29758,,,,,,,,
,,,,,,,51906,14704,,,,,,,,
,,,,,,,47946,39314,,,,,,,,
,,,,,,,11940,48082,,,,,,,,
,,,,,,,41416,53310,,,,,,,,
